path,name,size,sha256,package,version,declared_license,source,classification,required_action,evidence
C:\NovaWall\Movaura\dist\standalone\Movaura\_internal\PySide6\QtOpenGL.pyd,QtOpenGL.pyd,8763104,2defa71c251033d4440ad5fe42b6802f2f2fc4ad3c5e4498e8d95c331830cce4,PySide6/Qt,6.10.0,LGPL-3.0-or-commercial (Qt/PySide distribution; verify module-specific notices),PySide6 6.10.0 wheel / PyInstaller artifact,LGPL REVIEW REQUIRED,KEEP - collected by PyInstaller or runtime dependency; legal review required.,Local standalone artifact inventory; module-specific legal status must be checked against official Qt documentation.
C:\NovaWall\Movaura\dist\standalone\Movaura\_internal\PySide6\QtOpenGLWidgets.pyd,QtOpenGLWidgets.pyd,122592,71a55852dc7c073f5336972046ada17813303550712939ef0d1aaad397a2d58d,PySide6/Qt,6.10.0,LGPL-3.0-or-commercial (Qt/PySide distribution; verify module-specific notices),PySide6 6.10.0 wheel / PyInstaller artifact,LGPL REVIEW REQUIRED,KEEP - collected by PyInstaller or runtime dependency; legal review required.,Local standalone artifact inventory; module-specific legal status must be checked against official Qt documentation.
C:\NovaWall\Movaura\dist\standalone\Movaura\_internal\PySide6\QtWidgets.pyd,QtWidgets.pyd,4804320,4391acb242eb77c5e6d86cf486374612f0ef47cabbbe2dc3f2f8dedddeaeb3fa,PySide6/Qt,6.10.0,LGPL-3.0-or-commercial (Qt/PySide distribution; verify module-specific notices),PySide6 6.10.0 wheel / PyInstaller artifact,LGPL REVIEW REQUIRED,KEEP - collected by PyInstaller or runtime dependency; legal review required.,Local standalone artifact inventory; module-specific legal status must be checked against official Qt documentation.
C:\NovaWall\Movaura\dist\standalone\Movaura\_internal\PySide6\swresample-5.dll,swresample-5.dll,248032,7d6dede2e7212dd25b04459e7a8d9f328b17fa47aa0b414cf0db4419070569dc,PySide6/Qt,6.10.0,LGPL-3.0-or-commercial (Qt/PySide distribution; verify module-specific notices),PySide6 6.10.0 wheel / PyInstaller artifact,LGPL REVIEW REQUIRED,KEEP - collected by PyInstaller or runtime dependency; legal review required.,Local standalone artifact inventory; module-specific legal status must be checked against official Qt documentation.
C:\NovaWall\Movaura\dist\standalone\Movaura\_internal\PySide6\swscale-8.dll,swscale-8.dll,753376,b42ce981f6884c74c458196db073a7dc0f5804849a1500560b034ffa7028cdc0,PySide6/Qt,6.10.0,LGPL-3.0-or-commercial (Qt/PySide distribution; verify module-specific notices),PySide6 6.10.0 wheel / PyInstaller artifact,LGPL REVIEW REQUIRED,KEEP - collected by PyInstaller or runtime dependency; legal review required.,Local standalone artifact inventory; module-specific legal status must be checked against official Qt documentation.
C:\NovaWall\Movaura\dist\standalone\Movaura\_internal\PySide6\translations\qt_ar.qm,qt_ar.qm,104,b11333c520ccd8e375cde20985df402d586a1a95e0796313bbeb9f717d4db22e,PySide6/Qt,6.10.0,LGPL-3.0-or-commercial (Qt/PySide distribution; verify module-specific notices),PySide6 6.10.0 wheel / PyInstaller artifact,LGPL REVIEW REQUIRED,KEEP - collected by PyInstaller or runtime dependency; legal review required.,Local standalone artifact inventory; module-specific legal status must be checked against official Qt documentation.
C:\NovaWall\Movaura\dist\standalone\Movaura\_internal\PySide6\translations\qt_bg.qm,qt_bg.qm,91,1e22ee126ec9f76031d880285a907b3a0c4510392319ff700dcdee964abbb1ad,PySide6/Qt,6.10.0,LGPL-3.0-or-commercial (Qt/PySide distribution; verify module-specific notices),PySide6 6.10.0 wheel / PyInstaller artifact,LGPL REVIEW REQUIRED,KEEP - collected by PyInstaller or runtime dependency; legal review required.,Local standalone artifact inventory; module-specific legal status must be checked against official Qt documentation.
C:\NovaWall\Movaura\dist\standalone\Movaura\_internal\PySide6\translations\qt_ca.qm,qt_ca.qm,91,17ab2623c7f6e8def44b3dbcb517544185817d65f1298ddb10ef71136f232bdc,PySide6/Qt,6.10.0,LGPL-3.0-or-commercial (Qt/PySide distribution; verify module-specific notices),PySide6 6.10.0 wheel / PyInstaller artifact,LGPL REVIEW REQUIRED,KEEP - collected by PyInstaller or runtime dependency; legal review required.,Local standalone artifact inventory; module-specific legal status must be checked against official Qt documentation.
C:\NovaWall\Movaura\dist\standalone\Movaura\_internal\PySide6\translations\qt_cs.qm,qt_cs.qm,95,c585918fb1d4821a054ea40bdcf279f275ca76c88a5793f433dac6a611ac7e8f,PySide6/Qt,6.10.0,LGPL-3.0-or-commercial (Qt/PySide distribution; verify module-specific notices),PySide6 6.10.0 wheel / PyInstaller artifact,LGPL REVIEW REQUIRED,KEEP - collected by PyInstaller or runtime dependency; legal review required.,Local standalone artifact inventory; module-specific legal status must be checked against official Qt documentation.
C:\NovaWall\Movaura\dist\standalone\Movaura\_internal\PySide6\translations\qt_da.qm,qt_da.qm,91,f6773c672acb73fdef6e092060d69d1e5dfee840012bac912d1e92de28714386,PySide6/Qt,6.10.0,LGPL-3.0-or-commercial (Qt/PySide distribution; verify module-specific notices),PySide6 6.10.0 wheel / PyInstaller artifact,LGPL REVIEW REQUIRED,KEEP - collected by PyInstaller or runtime dependency; legal review required.,Local standalone artifact inventory; module-specific legal status must be checked against official Qt documentation.
C:\NovaWall\Movaura\dist\standalone\Movaura\_internal\PySide6\translations\qt_de.qm,qt_de.qm,91,0401c316aa3b50a172eb44a4ff1ec384924073beec7c928ef888ec48e4612688,PySide6/Qt,6.10.0,LGPL-3.0-or-commercial (Qt/PySide distribution; verify module-specific notices),PySide6 6.10.0 wheel / PyInstaller artifact,LGPL REVIEW REQUIRED,KEEP - collected by PyInstaller or runtime dependency; legal review required.,Local standalone artifact inventory; module-specific legal status must be checked against official Qt documentation.
C:\NovaWall\Movaura\dist\standalone\Movaura\_internal\PySide6\translations\qt_en.qm,qt_en.qm,33,494ac9a2b2cb2fdeced353f4a9f898ed8dcf616e9bc667438c62681e3f7f79cf,PySide6/Qt,6.10.0,LGPL-3.0-or-commercial (Qt/PySide distribution; verify module-specific notices),PySide6 6.10.0 wheel / PyInstaller artifact,LGPL REVIEW REQUIRED,KEEP - collected by PyInstaller or runtime dependency; legal review required.,Local standalone artifact inventory; module-specific legal status must be checked against official Qt documentation.
C:\NovaWall\Movaura\dist\standalone\Movaura\_internal\PySide6\translations\qt_es.qm,qt_es.qm,91,648ed4519bc45d7a4779479a7626ea16cf9aa23e93a0b178546cc47bea0591ab,PySide6/Qt,6.10.0,LGPL-3.0-or-commercial (Qt/PySide distribution; verify module-specific notices),PySide6 6.10.0 wheel / PyInstaller artifact,LGPL REVIEW REQUIRED,KEEP - collected by PyInstaller or runtime dependency; legal review required.,Local standalone artifact inventory; module-specific legal status must be checked against official Qt documentation.
C:\NovaWall\Movaura\dist\standalone\Movaura\_internal\PySide6\translations\qt_fa.qm,qt_fa.qm,84,3f4c989c6b2990d80cc6299408214b31698923b52f154483b3371875de91f88e,PySide6/Qt,6.10.0,LGPL-3.0-or-commercial (Qt/PySide distribution; verify module-specific notices),PySide6 6.10.0 wheel / PyInstaller artifact,LGPL REVIEW REQUIRED,KEEP - collected by PyInstaller or runtime dependency; legal review required.,Local standalone artifact inventory; module-specific legal status must be checked against official Qt documentation.
C:\NovaWall\Movaura\dist\standalone\Movaura\_internal\PySide6\translations\qt_fi.qm,qt_fi.qm,91,342d01c7eeb234e431d0506821c4cd03c0433115d8d63fee3357be2331858879,PySide6/Qt,6.10.0,LGPL-3.0-or-commercial (Qt/PySide distribution; verify module-specific notices),PySide6 6.10.0 wheel / PyInstaller artifact,LGPL REVIEW REQUIRED,KEEP - collected by PyInstaller or runtime dependency; legal review required.,Local standalone artifact inventory; module-specific legal status must be checked against official Qt documentation.
C:\NovaWall\Movaura\dist\standalone\Movaura\_internal\PySide6\translations\qt_fr.qm,qt_fr.qm,91,c896a38892a92346b033793d56440993236b23e47e06f3974afdb0552f628387,PySide6/Qt,6.10.0,LGPL-3.0-or-commercial (Qt/PySide distribution; verify module-specific notices),PySide6 6.10.0 wheel / PyInstaller artifact,LGPL REVIEW REQUIRED,KEEP - collected by PyInstaller or runtime dependency; legal review required.,Local standalone artifact inventory; module-specific legal status must be checked against official Qt documentation.
C:\NovaWall\Movaura\dist\standalone\Movaura\_internal\PySide6\translations\qt_gd.qm,qt_gd.qm,70,49df855a004a17950338af3146466f6df4d5852410bd0b58ea80e0d0203a9d24,PySide6/Qt,6.10.0,LGPL-3.0-or-commercial (Qt/PySide distribution; verify module-specific notices),PySide6 6.10.0 wheel / PyInstaller artifact,LGPL REVIEW REQUIRED,KEEP - collected by PyInstaller or runtime dependency; legal review required.,Local standalone artifact inventory; module-specific legal status must be checked against official Qt documentation.
C:\NovaWall\Movaura\dist\standalone\Movaura\_internal\PySide6\translations\qt_gl.qm,qt_gl.qm,323590,204a01ac7deb6b5bae193afecbd1e50d18c73bf7d94badeb2bbfdf6123c4ed93,PySide6/Qt,6.10.0,LGPL-3.0-or-commercial (Qt/PySide distribution; verify module-specific notices),PySide6 6.10.0 wheel / PyInstaller artifact,LGPL REVIEW REQUIRED,KEEP - collected by PyInstaller or runtime dependency; legal review required.,Local standalone artifact inventory; module-specific legal status must be checked against official Qt documentation.
C:\NovaWall\Movaura\dist\standalone\Movaura\_internal\PySide6\translations\qt_he.qm,qt_he.qm,57,36f01fff2f25e116d4b7af78097b7e49520fd5b7fb6fb120e40be228c05c045f,PySide6/Qt,6.10.0,LGPL-3.0-or-commercial (Qt/PySide distribution; verify module-specific notices),PySide6 6.10.0 wheel / PyInstaller artifact,LGPL REVIEW REQUIRED,KEEP - collected by PyInstaller or runtime dependency; legal review required.,Local standalone artifact inventory; module-specific legal status must be checked against official Qt documentation.
C:\NovaWall\Movaura\dist\standalone\Movaura\_internal\PySide6\translations\qt_help_ar.qm,qt_help_ar.qm,8743,222088c9752d1cc3bab985ef2dc77e5ae78578dce18a61ec15b39f02e588163d,PySide6/Qt,6.10.0,LGPL-3.0-or-commercial (Qt/PySide distribution; verify module-specific notices),PySide6 6.10.0 wheel / PyInstaller artifact,LGPL REVIEW REQUIRED,KEEP - collected by PyInstaller or runtime dependency; legal review required.,Local standalone artifact inventory; module-specific legal status must be checked against official Qt documentation.
C:\NovaWall\Movaura\dist\standalone\Movaura\_internal\PySide6\translations\qt_help_bg.qm,qt_help_bg.qm,10599,cbcdd1e0bbae332d80ddb0a286056f17c824fa28d353d7fdf12fc97d9f6fe054,PySide6/Qt,6.10.0,LGPL-3.0-or-commercial (Qt/PySide distribution; verify module-specific notices),PySide6 6.10.0 wheel / PyInstaller artifact,LGPL REVIEW REQUIRED,KEEP - collected by PyInstaller or runtime dependency; legal review required.,Local standalone artifact inventory; module-specific legal status must be checked against official Qt documentation.
C:\NovaWall\Movaura\dist\standalone\Movaura\_internal\PySide6\translations\qt_help_ca.qm,qt_help_ca.qm,7426,8c98b5ee246e18397d0de7bd76b2891773a975553ec5dcdce42f8a696e5b34de,PySide6/Qt,6.10.0,LGPL-3.0-or-commercial (Qt/PySide distribution; verify module-specific notices),PySide6 6.10.0 wheel / PyInstaller artifact,LGPL REVIEW REQUIRED,KEEP - collected by PyInstaller or runtime dependency; legal review required.,Local standalone artifact inventory; module-specific legal status must be checked against official Qt documentation.
C:\NovaWall\Movaura\dist\standalone\Movaura\_internal\PySide6\translations\qt_help_cs.qm,qt_help_cs.qm,15297,4ac56fc63e400943bab13f1d4c418502138908e1d488c24aee6131d3d17552aa,PySide6/Qt,6.10.0,LGPL-3.0-or-commercial (Qt/PySide distribution; verify module-specific notices),PySide6 6.10.0 wheel / PyInstaller artifact,LGPL REVIEW REQUIRED,KEEP - collected by PyInstaller or runtime dependency; legal review required.,Local standalone artifact inventory; module-specific legal status must be checked against official Qt documentation.
C:\NovaWall\Movaura\dist\standalone\Movaura\_internal\PySide6\translations\qt_help_da.qm,qt_help_da.qm,4795,6bb092552a398687119f6d52145f04bf8373977446d8f00c0dcbd56b96829f0f,PySide6/Qt,6.10.0,LGPL-3.0-or-commercial (Qt/PySide distribution; verify module-specific notices),PySide6 6.10.0 wheel / PyInstaller artifact,LGPL REVIEW REQUIRED,KEEP - collected by PyInstaller or runtime dependency; legal review required.,Local standalone artifact inventory; module-specific legal status must be checked against official Qt documentation.
C:\NovaWall\Movaura\dist\standalone\Movaura\_internal\PySide6\translations\qt_help_de.qm,qt_help_de.qm,7569,037bc99abf98571ae9375c2513536c15b571d66406c36c1de447b547ff539c07,PySide6/Qt,6.10.0,LGPL-3.0-or-commercial (Qt/PySide distribution; verify module-specific notices),PySide6 6.10.0 wheel / PyInstaller artifact,LGPL REVIEW REQUIRED,KEEP - collected by PyInstaller or runtime dependency; legal review required.,Local standalone artifact inventory; module-specific legal status must be checked against official Qt documentation.
C:\NovaWall\Movaura\dist\standalone\Movaura\_internal\PySide6\translations\qt_help_en.qm,qt_help_en.qm,33,494ac9a2b2cb2fdeced353f4a9f898ed8dcf616e9bc667438c62681e3f7f79cf,PySide6/Qt,6.10.0,LGPL-3.0-or-commercial (Qt/PySide distribution; verify module-specific notices),PySide6 6.10.0 wheel / PyInstaller artifact,LGPL REVIEW REQUIRED,KEEP - collected by PyInstaller or runtime dependency; legal review required.,Local standalone artifact inventory; module-specific legal status must be checked against official Qt documentation.
C:\NovaWall\Movaura\dist\standalone\Movaura\_internal\PySide6\translations\qt_help_es.qm,qt_help_es.qm,10704,fd16b279f8cf69077f75e94d90c9c07a2afff3948a579e3789f5ffb5e5f4202d,PySide6/Qt,6.10.0,LGPL-3.0-or-commercial (Qt/PySide distribution; verify module-specific notices),PySide6 6.10.0 wheel / PyInstaller artifact,LGPL REVIEW REQUIRED,KEEP - collected by PyInstaller or runtime dependency; legal review required.,Local standalone artifact inventory; module-specific legal status must be checked against official Qt documentation.
C:\NovaWall\Movaura\dist\standalone\Movaura\_internal\PySide6\translations\qt_help_fr.qm,qt_help_fr.qm,3573,875ee2dcdc64e3dea888d84048e382d3921a175f12847de2e6b1cb12ad9add50,PySide6/Qt,6.10.0,LGPL-3.0-or-commercial (Qt/PySide distribution; verify module-specific notices),PySide6 6.10.0 wheel / PyInstaller artifact,LGPL REVIEW REQUIRED,KEEP - collected by PyInstaller or runtime dependency; legal review required.,Local standalone artifact inventory; module-specific legal status must be checked against official Qt documentation.
C:\NovaWall\Movaura\dist\standalone\Movaura\_internal\PySide6\translations\qt_help_gl.qm,qt_help_gl.qm,10891,7399a248609974773f60866c87b78ea7dfbc4f750313d692f7886cd763883c9f,PySide6/Qt,6.10.0,LGPL-3.0-or-commercial (Qt/PySide distribution; verify module-specific notices),PySide6 6.10.0 wheel / PyInstaller artifact,LGPL REVIEW REQUIRED,KEEP - collected by PyInstaller or runtime dependency; legal review required.,Local standalone artifact inventory; module-specific legal status must be checked against official Qt documentation.
C:\NovaWall\Movaura\dist\standalone\Movaura\_internal\PySide6\translations\qt_help_hr.qm,qt_help_hr.qm,5170,8c8cc3c5b1ab2b074f82937001b896603420ef75592b3b78172177360dd7ea61,PySide6/Qt,6.10.0,LGPL-3.0-or-commercial (Qt/PySide distribution; verify module-specific notices),PySide6 6.10.0 wheel / PyInstaller artifact,LGPL REVIEW REQUIRED,KEEP - collected by PyInstaller or runtime dependency; legal review required.,Local standalone artifact inventory; module-specific legal status must be checked against official Qt documentation.
C:\NovaWall\Movaura\dist\standalone\Movaura\_internal\PySide6\translations\qt_help_hu.qm,qt_help_hu.qm,7255,7be32e015119c969453abb6e8f3fb377963a69fafb10c27b796737b5eb283eaf,PySide6/Qt,6.10.0,LGPL-3.0-or-commercial (Qt/PySide distribution; verify module-specific notices),PySide6 6.10.0 wheel / PyInstaller artifact,LGPL REVIEW REQUIRED,KEEP - collected by PyInstaller or runtime dependency; legal review required.,Local standalone artifact inventory; module-specific legal status must be checked against official Qt documentation.
C:\NovaWall\Movaura\dist\standalone\Movaura\_internal\PySide6\translations\qt_help_it.qm,qt_help_it.qm,10612,316fe8d0815e2b4b396895beb38ef1a40431915b5e054df80f4c0cd556f26e4b,PySide6/Qt,6.10.0,LGPL-3.0-or-commercial (Qt/PySide distribution; verify module-specific notices),PySide6 6.10.0 wheel / PyInstaller artifact,LGPL REVIEW REQUIRED,KEEP - collected by PyInstaller or runtime dependency; legal review required.,Local standalone artifact inventory; module-specific legal status must be checked against official Qt documentation.
C:\NovaWall\Movaura\dist\standalone\Movaura\_internal\PySide6\translations\qt_help_ja.qm,qt_help_ja.qm,7917,ae603b2c0d434d40cde433ffcba65f9ee27978a9e19316007be7fe782a5b8b47,PySide6/Qt,6.10.0,LGPL-3.0-or-commercial (Qt/PySide distribution; verify module-specific notices),PySide6 6.10.0 wheel / PyInstaller artifact,LGPL REVIEW REQUIRED,KEEP - collected by PyInstaller or runtime dependency; legal review required.,Local standalone artifact inventory; module-specific legal status must be checked against official Qt documentation.
C:\NovaWall\Movaura\dist\standalone\Movaura\_internal\PySide6\translations\qt_help_ka.qm,qt_help_ka.qm,7091,159c74f94b384b5ee6afdf38b6cfc4806bc99ecf73be02d4a7021d4ceba7ec7e,PySide6/Qt,6.10.0,LGPL-3.0-or-commercial (Qt/PySide distribution; verify module-specific notices),PySide6 6.10.0 wheel / PyInstaller artifact,LGPL REVIEW REQUIRED,KEEP - collected by PyInstaller or runtime dependency; legal review required.,Local standalone artifact inventory; module-specific legal status must be checked against official Qt documentation.
C:\NovaWall\Movaura\dist\standalone\Movaura\_internal\PySide6\translations\qt_help_ko.qm,qt_help_ko.qm,5708,f11c64694e8e34e1d2c46c1a1d15d6ba9f2db7b61de4fdf54eca5ab977c3e052,PySide6/Qt,6.10.0,LGPL-3.0-or-commercial (Qt/PySide distribution; verify module-specific notices),PySide6 6.10.0 wheel / PyInstaller artifact,LGPL REVIEW REQUIRED,KEEP - collected by PyInstaller or runtime dependency; legal review required.,Local standalone artifact inventory; module-specific legal status must be checked against official Qt documentation.
C:\NovaWall\Movaura\dist\standalone\Movaura\_internal\PySide6\translations\qt_help_nl.qm,qt_help_nl.qm,5087,44a8a0daf775d14352180052d13f623814d7bdf98e2c5c80144b7bf74214e3b0,PySide6/Qt,6.10.0,LGPL-3.0-or-commercial (Qt/PySide distribution; verify module-specific notices),PySide6 6.10.0 wheel / PyInstaller artifact,LGPL REVIEW REQUIRED,KEEP - collected by PyInstaller or runtime dependency; legal review required.,Local standalone artifact inventory; module-specific legal status must be checked against official Qt documentation.
C:\NovaWall\Movaura\dist\standalone\Movaura\_internal\PySide6\translations\qt_help_nn.qm,qt_help_nn.qm,6934,4c8a7213942078e4f72f5babd26c41b77ace70189714a58b5504a7d5ad0193dc,PySide6/Qt,6.10.0,LGPL-3.0-or-commercial (Qt/PySide distribution; verify module-specific notices),PySide6 6.10.0 wheel / PyInstaller artifact,LGPL REVIEW REQUIRED,KEEP - collected by PyInstaller or runtime dependency; legal review required.,Local standalone artifact inventory; module-specific legal status must be checked against official Qt documentation.
C:\NovaWall\Movaura\dist\standalone\Movaura\_internal\PySide6\translations\qt_help_pl.qm,qt_help_pl.qm,9673,cc6cb4d8c54086224672f2e49e623c8cb7c0c1cd65b8d5ecd42fc9ba3a6065bd,PySide6/Qt,6.10.0,LGPL-3.0-or-commercial (Qt/PySide distribution; verify module-specific notices),PySide6 6.10.0 wheel / PyInstaller artifact,LGPL REVIEW REQUIRED,KEEP - collected by PyInstaller or runtime dependency; legal review required.,Local standalone artifact inventory; module-specific legal status must be checked against official Qt documentation.
C:\NovaWall\Movaura\dist\standalone\Movaura\_internal\PySide6\translations\qt_help_pt_BR.qm,qt_help_pt_BR.qm,15776,17a164045c0fc53d0507cfc90c3970fe1afdfa1c4a8e5c881d34fa1f86a821bf,PySide6/Qt,6.10.0,LGPL-3.0-or-commercial (Qt/PySide distribution; verify module-specific notices),PySide6 6.10.0 wheel / PyInstaller artifact,LGPL REVIEW REQUIRED,KEEP - collected by PyInstaller or runtime dependency; legal review required.,Local standalone artifact inventory; module-specific legal status must be checked against official Qt documentation.
C:\NovaWall\Movaura\dist\standalone\Movaura\_internal\PySide6\translations\qt_help_ru.qm,qt_help_ru.qm,7288,557b644e6da5f1ec720ef93965617087e4d1f40b2494cc5aa524cf3796108de7,PySide6/Qt,6.10.0,LGPL-3.0-or-commercial (Qt/PySide distribution; verify module-specific notices),PySide6 6.10.0 wheel / PyInstaller artifact,LGPL REVIEW REQUIRED,KEEP - collected by PyInstaller or runtime dependency; legal review required.,Local standalone artifact inventory; module-specific legal status must be checked against official Qt documentation.
C:\NovaWall\Movaura\dist\standalone\Movaura\_internal\PySide6\translations\qt_help_sk.qm,qt_help_sk.qm,10388,f41e33e1d790bd0d3eb180f1f875bc191fe74773628f25c2cad95e1402e66867,PySide6/Qt,6.10.0,LGPL-3.0-or-commercial (Qt/PySide distribution; verify module-specific notices),PySide6 6.10.0 wheel / PyInstaller artifact,LGPL REVIEW REQUIRED,KEEP - collected by PyInstaller or runtime dependency; legal review required.,Local standalone artifact inventory; module-specific legal status must be checked against official Qt documentation.
C:\NovaWall\Movaura\dist\standalone\Movaura\_internal\PySide6\translations\qt_help_sl.qm,qt_help_sl.qm,10363,2ec955e662407ebcd8dcdae5aaa21e4108e0b5b0aee0e9db712c27072943535f,PySide6/Qt,6.10.0,LGPL-3.0-or-commercial (Qt/PySide distribution; verify module-specific notices),PySide6 6.10.0 wheel / PyInstaller artifact,LGPL REVIEW REQUIRED,KEEP - collected by PyInstaller or runtime dependency; legal review required.,Local standalone artifact inventory; module-specific legal status must be checked against official Qt documentation.
C:\NovaWall\Movaura\dist\standalone\Movaura\_internal\PySide6\translations\qt_help_sv.qm,qt_help_sv.qm,6941,15185617ba6069a826e1c44d50d07da3477daf9d92931c75f55b53155f4d26c2,PySide6/Qt,6.10.0,LGPL-3.0-or-commercial (Qt/PySide distribution; verify module-specific notices),PySide6 6.10.0 wheel / PyInstaller artifact,LGPL REVIEW REQUIRED,KEEP - collected by PyInstaller or runtime dependency; legal review required.,Local standalone artifact inventory; module-specific legal status must be checked against official Qt documentation.
C:\NovaWall\Movaura\dist\standalone\Movaura\_internal\PySide6\translations\qt_help_tr.qm,qt_help_tr.qm,6723,81da2f88cd624097581f2d29b10311796bcd9ab289e65883346d276110542d28,PySide6/Qt,6.10.0,LGPL-3.0-or-commercial (Qt/PySide distribution; verify module-specific notices),PySide6 6.10.0 wheel / PyInstaller artifact,LGPL REVIEW REQUIRED,KEEP - collected by PyInstaller or runtime dependency; legal review required.,Local standalone artifact inventory; module-specific legal status must be checked against official Qt documentation.
C:\NovaWall\Movaura\dist\standalone\Movaura\_internal\PySide6\translations\qt_help_uk.qm,qt_help_uk.qm,9750,497cfc473684692ee44d7a3795e8fb2270c57069fd9eb98a615dd29ab9be8a7c,PySide6/Qt,6.10.0,LGPL-3.0-or-commercial (Qt/PySide distribution; verify module-specific notices),PySide6 6.10.0 wheel / PyInstaller artifact,LGPL REVIEW REQUIRED,KEEP - collected by PyInstaller or runtime dependency; legal review required.,Local standalone artifact inventory; module-specific legal status must be checked against official Qt documentation.
C:\NovaWall\Movaura\dist\standalone\Movaura\_internal\PySide6\translations\qt_help_zh_CN.qm,qt_help_zh_CN.qm,5115,e256d1f6034a5a5521c62f129f91731216e474f71e1d9caea3d3dcb11b670deb,PySide6/Qt,6.10.0,LGPL-3.0-or-commercial (Qt/PySide distribution; verify module-specific notices),PySide6 6.10.0 wheel / PyInstaller artifact,LGPL REVIEW REQUIRED,KEEP - collected by PyInstaller or runtime dependency; legal review required.,Local standalone artifact inventory; module-specific legal status must be checked against official Qt documentation.
C:\NovaWall\Movaura\dist\standalone\Movaura\_internal\PySide6\translations\qt_help_zh_TW.qm,qt_help_zh_TW.qm,5160,40112812abb43853d678cc6d97729f21f21b3a7321c827fc9d18f6c936447d1e,PySide6/Qt,6.10.0,LGPL-3.0-or-commercial (Qt/PySide distribution; verify module-specific notices),PySide6 6.10.0 wheel / PyInstaller artifact,LGPL REVIEW REQUIRED,KEEP - collected by PyInstaller or runtime dependency; legal review required.,Local standalone artifact inventory; module-specific legal status must be checked against official Qt documentation.
C:\NovaWall\Movaura\dist\standalone\Movaura\_internal\PySide6\translations\qt_hr.qm,qt_hr.qm,102,fc9e4146f33be3d09b234be01e56235d3037d8d82d64f0700b4d4a6e253a61a7,PySide6/Qt,6.10.0,LGPL-3.0-or-commercial (Qt/PySide distribution; verify module-specific notices),PySide6 6.10.0 wheel / PyInstaller artifact,LGPL REVIEW REQUIRED,KEEP - collected by PyInstaller or runtime dependency; legal review required.,Local standalone artifact inventory; module-specific legal status must be checked against official Qt documentation.
C:\NovaWall\Movaura\dist\standalone\Movaura\_internal\PySide6\translations\qt_hu.qm,qt_hu.qm,84,c2fa649f167cdb801d1cc0cb69c1d93594fd5bf8c0b7e79b969935da5c3e19aa,PySide6/Qt,6.10.0,LGPL-3.0-or-commercial (Qt/PySide distribution; verify module-specific notices),PySide6 6.10.0 wheel / PyInstaller artifact,LGPL REVIEW REQUIRED,KEEP - collected by PyInstaller or runtime dependency; legal review required.,Local standalone artifact inventory; module-specific legal status must be checked against official Qt documentation.
C:\NovaWall\Movaura\dist\standalone\Movaura\_internal\PySide6\translations\qt_it.qm,qt_it.qm,91,9e7a18bc20ebeec54baaaf41c918a74534511271f796dffffd0f9b9ec31c68d3,PySide6/Qt,6.10.0,LGPL-3.0-or-commercial (Qt/PySide distribution; verify module-specific notices),PySide6 6.10.0 wheel / PyInstaller artifact,LGPL REVIEW REQUIRED,KEEP - collected by PyInstaller or runtime dependency; legal review required.,Local standalone artifact inventory; module-specific legal status must be checked against official Qt documentation.
C:\NovaWall\Movaura\dist\standalone\Movaura\_internal\PySide6\translations\qt_ja.qm,qt_ja.qm,84,0f5fe50452947d1ee9755249d860354bff6977279b4c496a5bc77e5b89dd745e,PySide6/Qt,6.10.0,LGPL-3.0-or-commercial (Qt/PySide distribution; verify module-specific notices),PySide6 6.10.0 wheel / PyInstaller artifact,LGPL REVIEW REQUIRED,KEEP - collected by PyInstaller or runtime dependency; legal review required.,Local standalone artifact inventory; module-specific legal status must be checked against official Qt documentation.
C:\NovaWall\Movaura\dist\standalone\Movaura\_internal\PySide6\translations\qt_ka.qm,qt_ka.qm,94,00b67c6dfc255079b5b98a5640f82519c96b2520a028682fba4078b39d743eaa,PySide6/Qt,6.10.0,LGPL-3.0-or-commercial (Qt/PySide distribution; verify module-specific notices),PySide6 6.10.0 wheel / PyInstaller artifact,LGPL REVIEW REQUIRED,KEEP - collected by PyInstaller or runtime dependency; legal review required.,Local standalone artifact inventory; module-specific legal status must be checked against official Qt documentation.
C:\NovaWall\Movaura\dist\standalone\Movaura\_internal\PySide6\translations\qt_ko.qm,qt_ko.qm,84,1d254b535e1cb35cbcad8210b15b89f4488159826bf35b4504696263dd102fa3,PySide6/Qt,6.10.0,LGPL-3.0-or-commercial (Qt/PySide distribution; verify module-specific notices),PySide6 6.10.0 wheel / PyInstaller artifact,LGPL REVIEW REQUIRED,KEEP - collected by PyInstaller or runtime dependency; legal review required.,Local standalone artifact inventory; module-specific legal status must be checked against official Qt documentation.
C:\NovaWall\Movaura\dist\standalone\Movaura\_internal\PySide6\translations\qt_lg.qm,qt_lg.qm,57,6ba668501f4c040c66da1bdc022362da3c8cf663da6aa484cbdb599028da98ed,PySide6/Qt,6.10.0,LGPL-3.0-or-commercial (Qt/PySide distribution; verify module-specific notices),PySide6 6.10.0 wheel / PyInstaller artifact,LGPL REVIEW REQUIRED,KEEP - collected by PyInstaller or runtime dependency; legal review required.,Local standalone artifact inventory; module-specific legal status must be checked against official Qt documentation.
